District,Rural/Urban,Total Number of households,Total Number of Livable,Total Number of Dilapidated,Latrine_premise,Households,Households_Rural,Households_Urban,Households_Rural_Livable,Households_Urban_Livable,Households_Rural_Dilapidated,Households_Urban_Dilapidated,Households_Rural_Latrine,Households_Urban_Latrine,Households_Rural_Toilet_Premise,Households_Urban_Toilet_Premise
Jaisalmer,Rural,100,56.1,3.2,16.7,189947.0,159117.0,30830.0,0.561,0.0,0.032,0.0,0.167,0.0,26572.538999999997,5148.61
Jaisalmer,Total,100,54.0,3.0,23.3,189947.0,159117.0,30830.0,0.0,0.0,0.0,0.0,0.0,0.0,37074.261,7183.39
Jaisalmer,Urban,100,40.4,1.7,66.5,189947.0,159117.0,30830.0,0.0,0.40399999999999997,0.0,0.017,0.0,0.665,105812.80500000001,20501.95
Barmer,Rural,100,59.4,5.3,9.7,598805.0,542825.0,55979.99999999999,0.594,0.0,0.053,0.0,0.09699999999999999,0.0,52654.024999999994,5430.059999999999
Barmer,Total,100,57.2,5.1,14.9,598805.0,542825.0,55979.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,80880.925,8341.019999999999
Barmer,Urban,100,29.0,2.5,82.8,598805.0,542825.0,55979.99999999999,0.0,0.29,0.0,0.025,0.0,0.828,449459.1,46351.439999999995
Jalor,Rural,100,52.1,8.4,11.3,467418.0,419216.0,48202.0,0.521,0.0,0.084,0.0,0.113,0.0,47371.408,5446.826
Jalor,Total,100,50.8,8.0,15.5,467418.0,419216.0,48202.0,0.0,0.0,0.0,0.0,0.0,0.0,64978.479999999996,7471.31
Jalor,Urban,100,36.5,4.0,61.9,467418.0,419216.0,48202.0,0.0,0.365,0.0,0.04,0.0,0.619,259494.704,29837.038
Sirohi,Rural,100,50.8,6.9,16.2,308174.0,238535.0,69639.0,0.508,0.0,0.069,0.0,0.162,0.0,38642.67,11281.518
Sirohi,Total,100,45.9,5.9,26.8,308174.0,238535.0,69639.0,0.0,0.0,0.0,0.0,0.0,0.0,63927.380000000005,18663.252
Sirohi,Urban,100,26.8,1.9,68.2,308174.0,238535.0,69639.0,0.0,0.268,0.0,0.019,0.0,0.682,162680.87000000002,47493.798
Pali,Rural,100,50.1,5.4,18.7,652717.0,512909.0,139808.0,0.501,0.0,0.054000000000000006,0.0,0.187,0.0,95913.983,26144.096
Pali,Total,100,46.7,4.8,29.0,652717.0,512909.0,139808.0,0.0,0.0,0.0,0.0,0.0,0.0,148743.61,40544.32
Pali,Urban,100,33.2,2.5,69.1,652717.0,512909.0,139808.0,0.0,0.332,0.0,0.025,0.0,0.691,354420.11899999995,96607.328
Ajmer,Rural,100,49.9,3.4,14.1,684254.0,409335.0,274919.0,0.499,0.0,0.034,0.0,0.141,0.0,57716.23499999999,38763.579
Ajmer,Total,100,41.3,2.5,42.3,684254.0,409335.0,274919.0,0.0,0.0,0.0,0.0,0.0,0.0,173148.705,116290.737
Ajmer,Urban,100,27.9,1.1,86.2,684254.0,409335.0,274919.0,0.0,0.27899999999999997,0.0,0.011000000000000001,0.0,0.8620000000000001,352846.77,236980.17799999999
